text,target
This is egregious bullshit--it's the romantic narrative that was built up post-civil war. All those Union Soldiers were f…,0
we all have idiosyncratic definitions of luxury based on our parents’ relationship with money and for me the absolute he…,0
What’s it called when you’re beating one out on the turnpike?,0
"The dude with the sword? That’s Gavin McInnes, founder of the far-right fascist gang the Proud Boys. The vandalism? No e…",0
"I almost screamed at one of the scooter cops to do something while the Proud Boys were pummeling people. So I gotta ask, w…",0
"Winning is not the only thing in leadership. Ethics matter. Otherwise there is no loyalty, no compassion, no moral comp…",0
"President Trump's approval rating should be much higher, given the strong economy. Nevada, which has bounced back smartly…",0
Enjoyed my meeting at the Diet’s Tokubetsu-shitsu with former ministers &amp; current Diet members. Thanks for taking the…,0
"I've spent most of 2018 training models that could barely fit 1-4 samples/GPU.
But SGD usually needs more than few samples/b…",0
"There are many measures of a leader. Besides their own personal conduct, they can be measured by the friends they keep.…",0
"Since its inception, the #MKT4Intel Conference at  has brought together top experts in AI to share and discu…",0
"Knifecast will be streaming TONIGHT! 

We've got  in the studio, founder of Subtitles Records and half of duo…",0
"Knifecast will be LIVE in: 4 hours from now, with .

We'll tweet a link to the stream an hour before.",0
Coming up LIVE on October 23 from 9-11:30amET watch #Transformers Space featuring an interview with  Mike Pence. You'll al…,0
"OKI FORTNITE JUST TOLD ELON MUSK ""JUST BUILD LOL""

THAT'S IT. WE'RE DONE HERE",0
"Breaking: Michael Cohen tells me American people must head to the polls and vote against Trump, predicting that if they did not…",0
"Michael Cohen: ""Listen, here's my recommendation. Grab your family, grab your friends, grab your neighbors, and get to the pol…",0
"The UAE hired former US special forces operators to assassinate leaders in Yemen it wasn’t fond of, a new Buzzfeed invest…",0
"An intense synergy between the US and Israeli academy, military, lawyers, &amp; weapons manufacturers mobilized #assassinations int…",0
"NEW:

""Justice Dept Must Open Criminal Investigation Into Potential War Crimes by U.S. Mercenaries in Yemen""

By profess…",0
"“The fact that you can now ship with a container ship through the Arctic along the Northern Sea Route, when even just 10 y…",0
"Most people think all these Central/East European neofascist “populists” sprang out of nowhere, or concocted by Putin s…",0
All I’m saying is I talk a lot about people for someone who doesn’t talk to a lot of people.,0
Not to brag but I’m the favorite conservative of most of my liberal friends.,0
Some days my heart feels especially heavy from this sh*t maaan... and then people’s response is to deny it happens.... d…,0
It was my pleasure to work with the good people of  on this profile of a person I find fascinating: Maria Z…,0
These sunglasses block the wavelengths of light that comes from LED and LCD screens. Put them on and the TV in the sports bar se…,0
David I really do wish Trump supporters who are not racist would acknowledge the extent to which racist Trump supporters…,0
We are looking forward to tonight's Berlin Tech Meetup on Computer Vision Applications with    +…,0
"Lightning round features , Parvin Mousavi, , , , Geoffrey Hinton, …",0
I recently wrote a piece of personal recollections on growing up as teenager in Philly's Underground Hip Hop scene in t…,0
"Leg , chest , pubes no discrimination here",0
A big thanks to our amazing #TransformersSpace guests      …,0
Thanks to the  astronauts who will fly aboard Crew Dragon for stopping by our McGregor facilities! We test every rocke…,0
"Implanted Apple Lightning USB cable. I kind of want to make this my business card. smiling_face_with_horns

(I just realized I never posted this varian…",0
Note that $TSLA again highlighted the autopilot team on the call. Reiterates its focus on #autonomous driving.,0
"Knifecast will be LIVE in: 4 hours from now, with .

We'll tweet a link to the stream an hour before.",0
"deadmau5 ✘ Knife Party ✘ OFFAIAH (Just Announced) ✘ Ministry of Sound ✘ 11.11

We are thrilled to announce that Offaia…",0
"Ellison On Musk: “This guy is landing rockets. You know, he’s landing rockets on robot drone rafts in the ocean. And you…",0
Tesla Autopilot Drive on Navigation going to wide release in North America tonight,0
When you’re in the sea hawks stadium winking_face_with_tongue,0
Chicago is increasingly seen as a world-leading hub for quantum engineering. It is home to the Chicago Quantum Exchange (anch…,0
Pittsburg. “May their memory be a blessing.” A tragic end to a week of hate-and-fear-inspired violence. Innocent people…,0
"If one had to live west , I think San Diego would be the winning ticket, 
Now off to the  museum!",0
"Hey , the support group for back-to-back #WorldSeries losers meets on Tuesdays.",0
Invasion? I once took part in an invasion - when we invaded Iraq in 1991. We all had guns. And tanks. And artillery. And atta…,0
"Our CEO Amar Shah is giving a talk ""Artificial Driving Intelligence: Are we over-engineering self driving cars?"" at …",0
"thank you, Heidi. in the future I will try harder to be the best cover model. if you could please send me specific tips…",0
"""And second of all, how you say I was the wild animal, I attacked you, you was mortified, humiliated, playing the victim, you need…",0
" Set up a fake company under his mom's phone number, tried for weeks to get women to fake sexual assault a…",0
"An agent which learned to play Mario without rewards. Instead, it was incentivized to avoid ""boredom"" (that is, getting into state…",0
⁦⁩ Rahm Emanuel excited about the Chicago Quantum Exchange bringing together multiple partners for discovery and…,0
"If you're in Lisbon for  next week, our CTO  is giving two talks on center stage. Schedule here: https…",0
"Excited to share our #nips2018 paper on differentiable MPC and our standalone  control package!

Joint work with…",0
"""What tends to get lost in the current refugee crisis is the humanity behind the statistics."" —  in her new book, ""W…",0
"Knifecast will be LIVE in: 2 hours 45 mins from now (I forgot to start the timer)

Tonight:  in the building…",0
"Knifecast will be LIVE in: 2 hours from now.

We'll tweet a link to the stream an hour before.",0
WaveGlow: A non-autoregressive generative model for speech synthesis. Our unoptimized  inverts mel-spectrograms at 500 k…,0
"  Dude, can you please pull some strings and see if Bioshock can be ported to Switch?",0
Walked full length of Boring Co tunnel under LA tonight. Disturbingly long. On track for opening party Dec 10. Will be very o…,0
 You were incredible. So mad they cut you off face_with_symbols_on_mouthface_with_symbols_on_mouthface_with_symbols_on_mouth,0
why don’t you just give me your mom’s number and we can talk about this like adults before you go to federal prison http…,0
. I'm sorry you keep being harassed by desperate incels.  He'll get all the attention he needs from the FBI h…,0
“Obama was still president the last time I ....”,0
ARK's launching a new Podcaststudio_microphoneHelp us pick the perfect name backhand_index_pointing_right Investing in innovation starts with understanding it. ARK’s po…,0
erryone wish Happy birthday to ,0
"Don’t assume you should leave if a polling place is about to close.speaking_head 

“If you are in line when the hours of operation clo…",0
Today we're releasing a new blog illustrating how our autonomous vehicle uses computer vision to see the world eyes Including a…,0
"Democracy is a habit, and Americans have been falling out of practice. But habits can be formed as well as lost. Vote even…",0
i took a little trip. to the school down the road. and waited very patiently. as the human checked some boxes. to try and…,0
"“When words stop meaning anything, when people can just make stuff up and there’s no consequences, democracy can’t work. Th…",0
"O, let America be America again—
The land that never has been yet—
And yet must be—the land where every man is free.

—Langst…",0
"I VOTED AND I'M SO HAPPY 
You can be too 
There is a ballot booth  waiting for YOU",0
"It's time to #VOTETODAY!  If you have any questions about voting, call 866-OUR-VOTE to speak to a live trained volunteer…",0
"""This generation will be remembered for having allowed for concentration camps for children to be built on 'the land of th…",0
Calling all social media users! Want to witness &amp; share the experience of ’s next cargo launch to ? Apply to…,0
Voter suppression is real . In atl they are turning people away for not having an “exact match” on names addresses etc .…,0
Our editor-in-chief Michael talking robotics &amp; autonomous vehicles with  co-founder   2018…,0
"Having hundreds of people explaining to me on Twitter that everything from sex to nature to beauty is ""political"" makes me…",0
No one expected Beto to win. Recent poll had him 9 points ? under. The win was in not getting clobbered / making a reasona…,0
"While we worry about AI, “deep fakes,” &amp; disinformation from Russia &amp; China, the White House is using a doctored video made…",0
"Today marks the 80th anniversary of #Kristallnacht, a reminder of the vital importance of standing up against intolerance a…",0
"Great video of  and  standing up the Quantum Link, the world’s first entangled Quantum Internet! #Nat…",0
"On this #VeteransDay, we salute the Americans who are serving or have served in the military. Thank you for your service, sacrifi…",0
"Backprop meets physically-based 3D rendering on GitHub. Feed in your scene from PyTorch, render realistic pictures with…",0
"""What problem do you most hope AI solves in the next 5 years?"" 

- Geoffrey Hinton, , , …",0
It is scientifically proven that YouTube videos become 50% funnier when you have important shit to do,0
"I am devastated by the murder of , one of Cleveland's best writers, my longtime social media friend, someon…",0
"The U.S. recorded a $100,500,000,000 budget deficit in October, an increase of about 60% from a year earlier, as spending…",0
Silver lining to all these mysterious November fires? They'll provide an excuse to give away vast tracks of wilderness to our…,0
$3 million is budget dust. Scuttling PKSOI would be a monumentally poor decision that would cost the Army — and DoD — muc…,0
We can’t build strong economies if girls aren’t learning the skills they need to succeed. This month #G20 leaders are meeti…,0
we want to thank all of the brave influencers who have donated completely unrelated thirst traps to the victims of the cali…,0
"Knifecast is LIVE! Right now!

Come and keep us company because we're lonely and make bad decisions

STREAM LINK: https…",0
"Release of MadMiner v0.1.0 
A software package to ""mine gold"" from of MadGraph +  implementations of our recent li…",0
Learning to play Atari games without rewards by combining human preferences and expert demonstrations (collaboration with @…,0
"Here's how we beat the state-of-the-art in NLP with HMTL flexed_biceps

Happy to finally share our latest paper on multi-task learni…",0
"Our PyTorch BERT is on pip!
I took extra care to make it both easy to use and modular.
Uses  file caching techn…",0
"Amazing that Ireland has now beaten the All Blacks more times than Munster. 
That's some record. beaming_face_with_smiling_eyes
#IREvNZL",0
"Members of the International Neutrino Council visiting the PIP-II Test Facility, learn about DOE's first international acc…",0
"""What should kids study to future proof themselves against AI?"" 
-  asks Geoffrey Hinton, Marzyeh Ghassemi, …",0
"Today is the 's 20th anniversary! Our orbiting laboratory is convergence of science, technology &amp; human innovation…",0
"Congratulations to , Tituoan Parcollet and Yoshua Bengio on the release of -Kaldi, an open source…",0
"Twenty years ago today, construction began on the greatest international science &amp; engineering project in human history - the …",0
"This championship game is for the state's No. 1 ranking. 
Who wants it more?  or 

Our picks &amp; previe…",0
A rare glimpse of Chinese workers at a new coal-fired power station in Serbia: coming up on #BBCNewsTen on ⁦⁩ C…,0
"Congrats,  #EXPO2025OSAKA",0
"Just released the v0.2 of MedicalTorch, a PyTorch framework for medical imaging. Available in the comfort if your python pi…",0
"Our  spacecraft stuck the #MarsLanding!

Its new home is Elysium Planitia, a still, flat region where it’s set to stu…",0
"Tataa ! I'm happy to announce the release of #GANpaint today - based on the new #GANdissect method, which helps to identify wh…",0
"Join to create exciting new worlds of technology!! If getting things done matters to you, then , , …",0
"TONIGHT! Knifecast is back with a brand new invention

Our guest this week: Mr. !

We'll be:
• talking shit…",0
"...we mean  of course, not , who is some imposter",0
"Knifecast will be LIVE in: 2 hours from now.

We'll tweet a link to the stream an hour before.",0
musical_keyboard  may have finally cured songwriter's block - her #DeepLearning app Clara uses  and  to compose…,0
" This is completely backwards. Based on what we’ve learned from the Hawthorne test tunnel, we’re moving forward with…",0
Research race to pull carbon dioxide from the air: my take on the emerging science of greenhouse gas removal #COP24 #c…,0
Image padding causes small but measurable artifacts for CNNs. Partial convolution padding improves ResNet-50 Top1 by 0.478% on a…,0
"We're saddened by the passing of former President George H.W. Bush. Seen here, President  speaks at the 20th anniver…",0
"Leaders made some progress for girls’ education at this year’s #G20, but they haven’t gone far enough. My statement on t…",0
"Extracting richer info. than what image &amp; scene recognition provides.

Reducing training cost, adding inference-ability, &amp;…",0
We have just released the #PyTorch source code for FAMOS: a fully adversary framework for image stylization. Come take a l…,0
"One NLP model to rule them all winking_face

We've open sourced code &amp; demo of our latest Hierarchical Multi-Task Learning model. S…",0
"It was a long journey to this commit.

Catalyst.RL – distributed training RL framework based on  
tested on NeurIPS c…",0
makes me really sad that tumblr now even flagged my old undertale animations... I have such fond memories of that time... (╥ᆺ╥；) *sob*,0
I’m literally at the coal face - join us on our underground journey in a Polish coal mine #COP24 ⁦⁩ ⁦…,0
"Let’s talk about preorders. 
Our preorders require a $1,000 deposit and are fully refundable at any time.

(1/5)",0
It was a pivotal moment for the Chung-Ang university  group and the DUNE Korea effort. It was a great pleasure to be…,0
"If you have the words, there’s always a chance you’ll find the way.",0
"It’s SO weird that Barack Obama (the “Muslim”) knew all the words to the Apostles’ Creed, and Donald Trump (the Evangelica…",0
"Me: ""Doc, what's the diagnosis?""
Doctor: ""I'm afraid you have cancer.""
Me: ""Hmm. What's the other side of the science?""
D…",0
 He didn't seem to mind them laying on hands in the Oval. I guess it's a matter of what you feel comfortable pret…,0
" But it's a pretty inconsistent ""not pretending"" that occurs. He's had plenty of inauthentic attempts to pretend at…",0
Tunnel opening now set for 12/18. Need another few days to finish the snail habitat. More details soon!,0
Our clairvoyant night tonight has had to be cancelled due to unforeseen circumstances. If you have purchased a ticket…,0
Boring Company product launch on Dec 18. More than a tunnel opening. Will include modded but fully road legal autonomous tran…,0
"Dead Cells, I kiss you.",0
If you're at #NeurIPS2018 and interested in zero-shot sim2real driving imitation then drop into the 'Imitation Learning a…,0
Today we're presenting some new work we're excited about on sim2real at #NeurIPS2018 in Montréal. Come chat with us at the im…,0
"""Visualizing the loss landscape of neural nets. Just load your pre-trained PyTorch model and get loss surface near the opt…",0
"If you're at NeurIPS in Montréal today, come and see our CEO present our new work on reinforcement learning for self-driving…",0
"fastai has now been updated for the release version of  v1. You can install cuda, cudnn, pytorch, torchvision, a…",0
"UN: Could you write us a report on global warming of 1.5C?
IPCC: It will take years of volunteer effort from scientists.
U…",0
"""I've always said it's hard to fuck without a boner. And making a movie is a marriage. It's gonna show when you're not…",0
This was the moment during the Trump administration's side-event at #COP24 when protestors interrupted to urge the panel to…,0
Our very own  coming in at #33.. Cush was awarded the AFL Ironman of the Year Award for being the best t…,0
"Tonight we're celebrating the 50th anniversary of Apollo 8, humanity's first mission to another world. Our administrator @…",0
It's #InternationalMountainDay today so we are marking the day by paying homage to our breathtaking mountain ranges: the…,0
It was an honor to place a wreath today at the Normandy American Cemetery. Truly moving to hear a few of the specific…,0
"G'day Australia! kangaroo Australia  is answering questions from the land down under on Friday, December 14 at 12 pm ACT. Send in…",0
"The inspirational  is holding an exclusive Twitter Q&amp;A from Australia on Friday 14 December AEDT! 

Tweet your questi…",0
Hello Australia! I’m excited to be in your beautiful country and to take your questions. #AskMalala,0
We are releasing our implementation of soft actor-critic (SAC) in both TF and PyTorch! This is the method we've been using fo…,0
"GOP Sen. Orrin Hatch issued a statement expressing regret for telling CNN ""I don't care"" when asked about President Trump being im…",0
"Fox News' Judge Napolitano says we now know that Trump ""committed a felony.""

""The felony is paying Michael Cohen to comm…",0
"RT  ""What tends to get lost in the current refugee crisis is the humanity behind the statistics."" —  in he…",0
"TONIGHT! Knifecast cHriStMaS ePiSoDe Christmas_treesnowman

We'll be:
• doing what we usually do, but with more wine

2 PM (Pacific)
5 PM…",0
"Thanks  team for the update on your progress in quantum computing. Enjoyed hearing the latest from you, AT&amp;T,…",0
"In case you haven't heard, we're getting ready to launch astronauts to the International Space Station from America once…",0
Important milestone for  Superconducting accelerator PIP-2. The first SSR string has been completed! Congratulat…,0
Consider for a moment the challenge of getting a probe to point precisely in time and space so that its instruments capture a…,0
Join our underground movement!,0
Perhaps lost in the transport debate is that  built a 6000 ft tunnel in LA for ~$10M with V1 (Godot). Next tunn…,0
Next step for  Loop is demonstrating high throughput at high speed. Target is 4000 vehicles/hour at 155mph (250…,0
"The only way to describe my experience going through the new #boringtunnel was EPIC! 's solution to solve ""sou…",0
"Live now on  TV, three Exp 57 crew members are seated inside their Soyuz crew ship ready to undock at 8:40pm ET and…",0
"My new video poem 'Home' is here -- for anyone far away.  Shot over 6000km between Ireland and USA, over 4 airports, and a…",0
"Here are five of the books I'm looking forward to reading in 2019 — including ones from , , and …",0
"He shall not hear the bittern cry
In the wild sky, where he is lain,
Nor voices of the sweeter birds
Above the wailing of t…",0
. signing the National Quantum Initiative Act shows his commitment to keeping America first in this critical are…,0
I have a spare #35c3 ticket.,0
"A pair of retired debt collectors, buoyed by a segment on John Oliver's show, have eliminated $475 million in medical deb…",0
"Creating super slow motion videos by predicting missing frames using a neural network, instead of simple interpolation. Wit…",0
"When I became Secretary of , I made a commitment to personally visit all 17 of our #NationalLabs. I’m pleased to…",0
"My first animation smiling_face_with_smiling_eyessparkles
    #illustration #animation #bioshock #bioshockinfinite #art https:/…",0
"I returned to a long strand,
the hammered curve of a bay,
and found only the secular 
powers of the Atlantic thundering.",0
Expect to see the  social media accounts continue to operate. The contract for these activities was for…,0
"Distributed optimization?
Some main aims;
Sys: communication efficient &amp; fast
Opt: convergent &amp; fast 
Robustness: fault toler…",0
"Very excited to present a #Riemannian #optimization package for #pytorch. Inspired by ICLR submissions, we with …",0
The upside of all these people calling me a Nazi is that now I've got a shot at a tender and supportive interview from …,0
"  Innocent because my false statement was false is a novel defense, no?",0
Make 2019 the year that you cultivate the habit of being resilient. Trust your ability to rebound from challenges or setback…,0
Need some space to ring in the new year?  will go into orbit around Bennu and  will fly by #U…,0
PLEASE RETWEET! My coworker Michael Schaffer (below with the glasses) has been missing since yesterday morning we need ever…,0
Right now a  spacecraft is approaching the most distant world ever explored - to understand this mind-boggling mi…,0
LIVE NOW from : We’re counting down until  performs the most distant planetary flyby EVER! Join us as we m…,0
"RIGHT NOW, ~1 billion miles past Pluto,  is performing the most distant spacecraft flyby ever as it zooms past #U…",0
Now at closest approach to #UltimaThule on #UltimaFlyby for / - pictures from now will begin ar…,0
"I loosely based the ""Meatbarn"" level in SWAT 4 on this legendary restaurant along Rt 1. It's a weird strip of highway wi…",0
“Some sort of pressure must exist; the artist exists because the world is not perfect. Art would be useless if the world we…,0
Spent my afternoon writing about lonely landscapes in Antonioni's films and forgot how stunningly beautiful his capture of…,0
We’re gearing up for the 2019 edition of Stanford CS224N: Natural Language Processing with Deep Learning. Starts Jan 8—ove…,0
"Last week,  #Falcon9 and #CrewDragon rolled out to Launch Complex 39A and went vertical for a dry run to prep f…",0
"TORONTO can you bump this to help find a friends stolen dog. I don’t know who steals dogs in 2019, but he’s like 8 years ol…",0
"""We hear so much about refugees and immigration - but we don't hear enough from refugees themselves, especially girls and y…",0
"Interested in computer vision/AI models that perform cognition-level visual reasoning? Today, I'm releasing  code and pre…",0
"Fab new playlist up on  - The Funny Thing About... 
Six comedians use comedy to shed light on some difficult - bu…",0
"PyTorch Geometry v0.1.1 is out ! Bug fixes, update compatibility with  v1.0.0, parametrized tests with pytest, new O…",0
"If I were a leader in the Dems, I'd be taking her aside and suggesting that perhaps - just maybe - for a few weeks she no…",0
"For over a decade, researchers searched in vain for another Hawaiian tree snail for George to mate with, to no avail. He died a…",0
"JSC Unites - Employee Furlough Support Open House at the Gilruth Center Alamo Ballroom tomorrow, Friday January 11th from 11a-2…",0
NASA and SpaceX are now targeting no earlier than February for the launch of Demo-1 to complete hardware testing and j…,0
On the right middle is a picture of me and my sister Sabreen. We were very young when our parents left us alone. This is t…,0
"JSC Unites - Employee Furlough Support Open House at the Gilruth Center Destiny Ballroom on Thursday, January 17th from 11a-1p.…",0
"Really proud to share ""What is torch.nn, really?"", which takes you from a neural net written from scratch, refactored st…",0
"There are things you can't reach. But
you can reach out to them, and all day long.

The wind, the bird flying away.

—Mary Ol…",0
"Meanwhile the sun and the clear pebbles of the rain
are moving across the landscapes,
over the prairies and the deep trees,
t…",0
"“It doesn’t have to be blue iris, it can be weeds in a vacant lot. 

Just pay attention, then patch a few words together and don’t…",0
"The Uses of Sorrow
by Mary Oliver

(In my sleep I dreamed this poem)

Someone I loved once gave me
a box full of darkness…",0
"“And did you feel it, in your heart, how it pertained to everything? 
And have you too finally figured out what beauty is…",0
Seven small satellites are set for launch in less than 10 minutes at 0050 GMT (7:50pm EST) aboard a Japanese Epsilon ro…,0
Two massive storms in #Jupiter’s turbulent southern hemisphere appear in this new image captured during my latest flyby of th…,0
"Seven small satellites launched aboard a Japanese Epsilon rocket Friday, including a diverse suite of tech demo payload…",0
"Registration is now open for the 29th International Conference on Lepton/Photon Interactions, held in Toronto, Canada f…",0
The PyTorch/ocaml bindings should be usable now! In the transfer learning tutorial we show how to finetune a ResNet model pret…,0
"You may write me down in history
With your bitter, twisted lies,
You may trod me in the very dirt
But still, like dust, I’ll…",0
"Today we celebrate the extraordinary life of Dr. Martin Luther King, Jr. and remember his call for peacemaking, nonvio…",0
"We are open-sourcing a newly expanded and enhanced version of our natural language processing toolkit, LASER. It now pe…",0
"All-American &amp; 2007 Rose Bowl MVPs Brian Cushing &amp; Dwayne Jarrett, BOTH came to USC from New Jersey. (Hold that thought..…",0
"JSC Unites - Employee Furlough Support Open House at the Gilruth Center Destiny Ballroom on Friday, January 25th from 11a-1p. D…",0
"Blue Origin’s capsule has parachuted to a landing in West Texas, concluding today’s suborbital flight with NASA researc…",0
Digging through Australia’s past for a better future: archaeologist Maddison Miller () creates space for Abori…,0
"Big rise in #CO2 expected. With #Insectageddon, forest loss, #plastics, #soil loss etc, should we start referring to the env…",0
"Hugh McIlvanney was the poet laureate of sport, the ""magnificent triviality"" as he called it - it was always worth buying…",0
"Practical Deep Learning for Coders, 2019 edition, is now available. With a shiny new video player with searchable transc…",0
". Yousafzai says that when she meets with Presidents and Prime Ministers, or other people in positions of power, her…",0
We are happy to announce the new release of  0.2.0. Each transformation can be made diffeomorphic and more image metri…,0
"Happy birthday to  astronaut Mamoru Mohri, born today in 1948. He flew on STS-47 (pictured) and STS-99, both aboar…",0
camera_with_flash The  Crew Dragon – designed to carry astronauts to and from  – rolls out at . Our …,0
"We are open-sourcing VeGANs, a small library to easily train various existing #GANs using .

You provide a generator an…",0
"DeepSlide, our #DeepLearning library for classification/visualization of high-resolution pathology images is open-source and a…",0
On  tomorrow at 5AM! Tune in as we talk about $TSLA's call tonight!,0
Also excited to be on  tomorrow morning around 7AM for another roundtable $TSLA discussion! Tune in!,0
Some events in history are on such a terrifying scale that they perturb the climate. It’s staggering to think that Europe’s se…,0
"Out now: our new Python #NLProc package. StanfordNLP provides native, neural (PyTorch) tokenization, POS tagging and depen…",0
"Polar vortex in MidWest, hottest ever January recorded in Australia, and a president in Washington who doesn’t appear to…",0
"#Remembering the crew of STS-107 (Columbia), who died during reentry on Saturday, February 1, 2003.

Husband
McCool
Brown…",0
"Are you ready for the #SuperBowl this weekend? american_football 

NASA &amp; football have more in common than you might think! Check out videos,…",0
OH: “When your bidet starts speaking to you in Morse code you know the robot uprising has begun”,0
"Tesla makes its solid state battery play.

Fwiw impact of solid state lithium ion form factors is going to be transformative…",0
Incoming NOvA publication -- we've made the most precise measurement of neutral-current coherent π0 production in the f…,0
All these humans wanna terraform me so I look like earth pensive_face why can't I just be myself,0
"50 years ago, between July 1969 and Dec. 1972, we landed a dozen Americans on the Moon. The #Apollo50 anniversary serves as a rem…",0
"In 1961, Alan Shepard became the first American in space. 9 years, 10 months, and 10 days later #OTD, he became the 5th and o…",0
"#ValentinesDay is coming fast. Get in the mood with ACTS OF LOVE by . 

""A wonderfully romantic and searingly s…",0
"#twitterstorians  has a bold aim - to hit 3,000 followers by the end of the month. Spread the word, retweet, follo…",0
Congratulations to the new editorial team and welcome to the Twitterverse  #militaryhistory #history #t…,0
. Is making history as part of ’s first commercial crew going to . Victor aims to inspire futur…,0
I’d be very grateful for follows of  (British Journal for Military History) which just announced a new edi…,0
This immigrant-owned restaurant feeds the homeless and poor for free every single day no questions asked. He treats them as…,0
I am so proud to be a managing editor of the British Journal of Military History!   Start developing your arti…,0
Just because you're not IN the band doesn't mean you're not IN the band,0
"A new editorial board for the British Journal for Military History has been appointed, based . The journal w…",0
#unthistory Prof  has been named managing editor of the British Journal of Military History!  Reach…,0
My moons are conspiring against me,0
"PT-BERT 0.5 outcollision
Pretty big release w. not 1 but TWO new pretrained models:
-classic: OpenAI's GPT
-brand-new: Transformer-X…",0
"Andrei Tarkovsky’s handwritten list of his 10 favourite films:

Diary of a Country Priest (1951)
Winter Light (1963)
Nazari…",0
"Excited about ? Let's use it for cooperative multi-agent RL!
Introducing #SMAC: The StarCraft Multi-Agent Challenge,…",0
"We are also open-sourcing #PyMARL, 's framework for deep multi-agent RL research. Written in , PyMARL features i…",0
“’s artificial intelligence program will provide the unique ability to analyze massive data sets &amp; create intel…,0
"May be of interest to our followers.

The  is an academic, peer-reviewed journal founded by  t…",0
Train your #AI models faster with mixed-precision techniques on Tensor Core GPUs. Join us on 2/20 for a live webinar + Q&amp;A…,0
I am excited about the announcement of Amazon’s investment in Rivian and to have them on this journey with us. This is a ma…,0
On my way to the British Commission for Military History () AGM. Looking forward to meeting people I’ve only ‘m…,0
"BP argues against a ban on plastics - they would say that, wouldn't they? But there are some downsides, as well as more su…",0
"The BCMH's AGM gets underway . Lots of exciting news to report, and great new projects under development.
#twi…",0
U.S. Postal service honors ten Twentieth-Century poets with stamps. http://t.co/rEWCyZq (via ),0
"A reminder that on Wednesday evening,  will collect the #BAMBY18 from  All are welcome to attend to lis…",0
"Pytorch-bert v0.6 is out with OpenAI's pretrained GPT-2 unicorn small model &amp; the usual accompanying example scripts to use it.

N…",0
"Rest in Peace, Wally Broecker (1931-2019)

A legend of climate science who gave us the term ""global warming"", helped us unders…",0
"I made in my style this beautiful art from  
I love your art is fantastic!!! I hope you like it!!! :3  red_heartred_heart…",0
"I drew one of 's OCs. All of them are so beautiful..
I enjoy your art and content very much! I didn't quite k…",0
What’s the most amazing example of biomimicry you’ve come across?,0
Time spent mastering the basics is time well spent.,0
Great meeting with  director  and  director  last week.  is moving…,0
We've had lots of wonderful papers coming in for the  Oxford conference - keep 'em coming! Deadline is 12…,0
Thank you for submitting your #AskARK questions! This month we feature ARK CEO/ CIO . Be sure to join our mARKet…,0
I have never lived in a society,0
"Confront the vague anxiety to discover its specific source.

Locate the particular problem.

Attack the rot at its roots.",0
"late to the party as always, here is my ""draw this in your style"" challenge!
big thanks to the amazing artists who let me…",0
"“Why did they insult me?”

Bad question.

“Why did I feel insulted?”

Good question.",0
"At , we held a flight readiness review for  Demo-1, the March 2 launch of #CrewDragon. Before a launch rocket, team…",0
"Understanding 10% of a hard book is still a victory.

You’ll understand 0% of the book you’re too intimidated to try to read.",0
"Absolutely love this sentiment: 
“You are getting ahead if you learn, even if you wind up staying on the same rung.” ~.",0
This booklet available to download has essays by  and myself on significance of newly-released  Brigade…,0
"The Robert B. Silvers Foundation, created by a bequest by the late founding editor of the , will be devoted to…",0
Personally I think Matt Damon should've stayed on Mars,0
"All memes aside, Elon's persistence, dedication and vision is truly inspiring",0
"I just posted the slides from the yesterday night presentation ""PyTorch under the hood"" at the  in Montreal: http…",0
 implementation of the StyleGAN Generator (Karras et al. ) with pretrained weights by  and…,0
What does it mean to be faithful? How did colonial soldiers navigate their conflicting devotions? You can preorder or add “Fa…,0
"The first test flight of 's #CrewDragon capsule is set to launch at 2:48am ET on Saturday, March 2 from . Weat…",0
Don't respond to provocation with imitation.,0
Be patient until ur read is clear  does a lot of good things on this play. Get a clear read w/ the split flow…,0
.'s Falcon 9 rocket with #CrewDragon onboard rolled out to the launch pad at  earlier today. Check out…,0
"The name of the male figure can be translated as “Think of me in sadness.”

The name of the female figure can be transl…",0
"SpaceX and  have completed thousands of hours of tests, analyses, and reviews in preparation for Crew Dragon’s first test…",0
Check out photos taken yesterday as SpaceX rolled the Falcon 9 rocket and Crew Dragon spacecraft to pad 39A at NASA’s K…,0
SET YOUR ALARMS! alarm_clockLiftoff of the  Falcon 9 on the first flight test of the #CrewDragon spacecraft is targeted for Saturday…,0
"If you reward the behavior, expect more of it.

This is true when dealing with others and when dealing with yourself.",0
SpaceX founder and CEO Elon Musk and NASA Administrator Jim Bridenstine are briefing reporters on today’s launch. Watch…,0
"Capture confirmed! After making 18 orbits of Earth since its launch, ’s #CrewDragon spacecraft successfully attached to th…",0
Another awesome accomplishment by the  and  team! Looking forward to watching a successful week aboard …,0
"Go check out our recent blog post, the first in our new technical series which talks about why and how we built a 3D mapping fra…",0
Why do I hear so much about this Bruno guy,0
police_car_light New Podcast police_car_light: This week I talk to the person who turned AI education into Kanye-grade entertainment—. Siraj's Y…,0
Exciting news: LVCVA is recommending collaboration with ’s  for convention center underground high-…,0
"Coming up: 's #CrewDragon spacecraft prepares to return to Earth from .  

Watch on NASA TV (all times ET):…",0
To celebrate #InternationalWomensDay we asked leading women philosophers to recommend other contemporary women whose work they…,0
You can also get news updates from Writers Write on our Facebook page http://t.co/rqtjIKe,0
The earth is dinosaur shaped. I'm a first hand witness to this fact,0
I miss my mom,0
